GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Ant Example,org.jvnet.hk2.internal,IterableProviderImpl.MyIterator,8,29,1,3,1,7,2,4,1,3
JaCoCo Ant Example,org.jvnet.hk2.internal,ServiceLocatorRuntimeImpl,20,15,0,0,5,7,5,3,5,3
JaCoCo Ant Example,org.jvnet.hk2.internal,PerLocatorUtilities,101,336,17,39,16,69,16,23,1,10
JaCoCo Ant Example,org.jvnet.hk2.internal,ClazzCreator,267,572,40,50,48,132,36,27,4,14
JaCoCo Ant Example,org.jvnet.hk2.internal,NarrowResults,35,44,1,3,3,11,3,7,2,6
JaCoCo Ant Example,org.jvnet.hk2.internal,ServiceLocatorImpl,1912,2410,262,250,382,570,219,152,35,80
JaCoCo Ant Example,org.jvnet.hk2.internal,TwoPhaseTransactionDataImpl,32,19,0,0,5,5,4,2,4,2
JaCoCo Ant Example,org.jvnet.hk2.internal,SingletonContext.GenerationComparator,0,16,0,4,0,5,0,3,0,1
JaCoCo Ant Example,org.jvnet.hk2.internal,DefaultClassAnalyzer,21,77,4,0,6,24,2,6,0,6
JaCoCo Ant Example,org.jvnet.hk2.internal,SystemDescriptor,573,656,73,61,123,178,64,55,13,39
JaCoCo Ant Example,org.jvnet.hk2.internal,ServiceLocatorImpl.new CacheKeyFilter() {...},0,15,0,0,0,2,0,2,0,2
JaCoCo Ant Example,org.jvnet.hk2.internal,ServiceLocatorImpl.new PrivilegedAction() {...},0,20,0,0,0,2,0,2,0,2
JaCoCo Ant Example,org.jvnet.hk2.internal,ImmediateResults,22,31,0,2,1,10,1,5,1,4
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,NodeCursor,64,0,6,0,16,0,8,0,5,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,BinaryNode,129,0,20,0,33,0,23,0,13,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,IntNode,127,0,16,0,30,0,28,0,20,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,MissingNode,34,0,2,0,14,0,13,0,12,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,NodeCursor.Array,45,0,4,0,12,0,8,0,6,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,DecimalNode,118,0,14,0,27,0,26,0,19,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,POJONode,135,0,26,0,34,0,27,0,14,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,ObjectNode,1161,0,168,0,264,0,148,0,64,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,ContainerNode.NoNodesIterator,17,0,0,0,5,0,5,0,5,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,TreeTraversingParser,431,0,77,0,116,0,73,0,33,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,LongNode,113,0,14,0,24,0,26,0,19,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,TextNode,457,0,58,0,108,0,50,0,21,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,BaseJsonNode,30,0,2,0,12,0,10,0,9,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,ObjectNode.NoFieldsIterator,15,0,0,0,4,0,4,0,4,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,ContainerNode.NoStringsIterator,17,0,0,0,5,0,5,0,5,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,NodeCursor.Object,91,0,12,0,22,0,12,0,6,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,JsonNodeFactory,148,0,18,0,31,0,35,0,26,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,ValueNode,27,0,0,0,10,0,7,0,7,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,NumericNode,23,0,0,0,8,0,8,0,8,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,ArrayNode,1050,0,166,0,239,0,156,0,73,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,DoubleNode,120,0,16,0,25,0,26,0,18,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,BigIntegerNode,129,0,16,0,28,0,28,0,20,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,TreeTraversingParser.new Object() {...},40,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,NodeCursor.RootValue,37,0,2,0,14,0,8,0,7,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,NullNode,23,0,2,0,8,0,8,0,7,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,BooleanNode,93,0,22,0,17,0,26,0,15,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.node,ContainerNode,84,0,0,0,20,0,18,0,18,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.validator.common,EnumValidator,67,0,4,0,11,0,6,0,4,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.validator.common,MinItemsValidator,30,0,2,0,6,0,3,0,2,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.validator.common,MaxItemsValidator,30,0,2,0,6,0,3,0,2,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.validator.common,AdditionalPropertiesValidator,217,0,24,0,41,0,16,0,4,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.validator.common,MinimumValidator,124,0,12,0,28,0,9,0,3,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.validator.common,MaxLengthValidator,31,0,2,0,6,0,3,0,2,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.validator.common,UniqueItemsValidator,63,0,6,0,14,0,7,0,4,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.validator.common,DependenciesValidator,200,0,18,0,37,0,12,0,3,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.validator.common,AdditionalItemsValidator,70,0,6,0,11,0,6,0,3,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.validator.common,PatternValidator,38,0,2,0,8,0,4,0,3,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.validator.common,MinLengthValidator,31,0,2,0,6,0,3,0,2,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.validator.common,MaximumValidator,123,0,12,0,28,0,9,0,3,0
JaCoCo Ant Example,com.github.fge.jsonschema.processors.syntax,SyntaxProcessor,142,0,8,0,33,0,10,0,6,0
JaCoCo Ant Example,org.eclipse.jetty.http.security,Constraint,175,60,43,7,22,16,35,6,10,6
JaCoCo Ant Example,org.glassfish.jersey.client,ClientConfig,350,0,22,0,80,0,50,0,39,0
JaCoCo Ant Example,com.mockey.runner,ClassPathResourceHandler.ResourceHandlerImplementation,3,29,2,4,2,7,2,3,0,2
JaCoCo Ant Example,com.mockey.runner,BrowserThread,10,45,2,2,2,10,2,2,0,2
JaCoCo Ant Example,com.mockey.runner,ClassPathResourceHandler,0,21,0,0,0,6,0,2,0,2
JaCoCo Ant Example,com.mockey.runner,JettyRunner,134,323,13,13,23,59,15,1,2,1
JaCoCo Ant Example,com.mockey.runner,PreCompiledJspConfiguration,0,12,0,0,0,3,0,2,0,2
JaCoCo Ant Example,org.eclipse.jetty.util.thread,Timeout.Task,59,73,11,1,17,23,15,4,9,4
JaCoCo Ant Example,org.eclipse.jetty.util.thread,QueuedThreadPool,516,207,73,13,103,48,68,9,26,8
JaCoCo Ant Example,org.eclipse.jetty.util.thread,Timeout,176,176,14,12,44,46,17,12,7,9
JaCoCo Ant Example,org.eclipse.jetty.util.thread,QueuedThreadPool.new Runnable() {...},70,78,17,11,14,16,11,5,0,2
JaCoCo Ant Example,com.sun.el.util,ReflectionUtil,375,0,46,0,74,0,32,0,9,0
JaCoCo Ant Example,com.sun.el.util,MessageFactory,102,0,0,0,10,0,9,0,9,0
JaCoCo Ant Example,com.github.fge.jsonschema.keyword.digest,AbstractDigester,30,0,0,0,7,0,4,0,4,0
JaCoCo Ant Example,org.glassfish.jersey.server.internal.monitoring,MonitoringContainerListener.Binder,0,12,0,0,0,4,0,2,0,2
JaCoCo Ant Example,org.glassfish.jersey.server.internal.monitoring,MonitoringContainerListener,53,7,5,1,14,3,7,2,4,2
JaCoCo Ant Example,org.eclipse.jetty.servlet,ServletHandler,1245,816,188,88,265,178,153,44,33,26
JaCoCo Ant Example,org.eclipse.jetty.servlet,DefaultServlet,1345,305,269,37,328,70,165,6,13,5
JaCoCo Ant Example,org.eclipse.jetty.servlet,Holder,129,99,19,11,34,30,25,15,12,13
JaCoCo Ant Example,org.eclipse.jetty.servlet,ServletContextHandler.Context,72,7,8,0,20,1,7,1,3,1
JaCoCo Ant Example,org.eclipse.jetty.servlet,ServletMapping,29,17,2,0,3,8,3,5,2,5
JaCoCo Ant Example,org.eclipse.jetty.servlet,ServletHandler.Chain,155,0,16,0,29,0,11,0,3,0
JaCoCo Ant Example,org.eclipse.jetty.servlet,DefaultServlet.UnCachedContent,39,0,0,0,12,0,8,0,8,0
JaCoCo Ant Example,org.eclipse.jetty.servlet,FilterMapping.new Object() {...},5,35,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.eclipse.jetty.servlet,ServletHolder.Config,0,11,0,0,0,2,0,2,0,2
JaCoCo Ant Example,org.eclipse.jetty.servlet,ErrorPageErrorHandler,241,0,44,0,64,0,31,0,9,0
JaCoCo Ant Example,org.eclipse.jetty.servlet,FilterHolder.Config,4,7,0,0,1,1,1,1,1,1
JaCoCo Ant Example,org.eclipse.jetty.servlet,ServletContextHandler,146,161,23,19,37,43,33,13,15,10
JaCoCo Ant Example,org.eclipse.jetty.servlet,Holder.HolderConfig,0,20,0,0,0,4,0,4,0,4
JaCoCo Ant Example,org.eclipse.jetty.servlet,ServletHolder,506,213,87,35,122,64,78,13,21,9
JaCoCo Ant Example,org.eclipse.jetty.servlet,ServletHolder.SingleThreadedWrapper,143,0,6,0,41,0,9,0,6,0
JaCoCo Ant Example,org.eclipse.jetty.servlet,ServletHandler.CachedChain,88,72,13,9,15,19,10,4,1,2
JaCoCo Ant Example,org.eclipse.jetty.servlet,NIOResourceCache,71,8,6,0,18,4,5,2,2,2
JaCoCo Ant Example,org.eclipse.jetty.servlet,FilterMapping,186,94,40,12,38,28,33,17,7,13
JaCoCo Ant Example,org.eclipse.jetty.servlet,FilterHolder,86,40,10,2,31,11,12,3,6,3
JaCoCo Ant Example,org.codehaus.jackson.map.jsontype,NamedType,104,0,16,0,17,0,17,0,9,0
JaCoCo Ant Example,org.codehaus.jackson.map.jsontype,SubtypeResolver,3,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,com.google.common.net,MediaType,495,554,54,5,90,82,51,8,22,7
JaCoCo Ant Example,com.google.common.net,InetAddresses.TeredoInfo,67,0,8,0,12,0,9,0,5,0
JaCoCo Ant Example,com.google.common.net,HostSpecifier,115,0,10,0,33,0,12,0,7,0
JaCoCo Ant Example,com.google.common.net,InetAddresses,1035,104,184,16,211,27,124,10,28,6
JaCoCo Ant Example,com.google.common.net,MediaType.Tokenizer,114,0,10,0,24,0,12,0,7,0
JaCoCo Ant Example,com.google.common.net,HostAndPort,322,4,42,0,59,1,34,1,13,1
JaCoCo Ant Example,com.google.common.net,MediaType.new Function() {...},0,9,0,0,0,2,0,2,0,2
JaCoCo Ant Example,com.google.common.net,MediaType.new Function() {...},15,0,2,0,2,0,3,0,2,0
JaCoCo Ant Example,com.google.common.net,TldPatterns,0,18271,0,0,0,3,0,1,0,1
JaCoCo Ant Example,com.google.common.net,InternetDomainName,389,17,56,0,72,5,52,1,24,1
JaCoCo Ant Example,javax.validation,ValidationException,16,0,0,0,8,0,4,0,4,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,UIDSet,166,0,18,0,41,0,15,0,6,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,BODY,72,0,8,0,17,0,8,0,4,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,INTERNALDATE,170,0,2,0,30,0,5,0,4,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,IMAPSaslAuthenticator,362,0,46,0,91,0,25,0,2,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,MailboxInfo,176,0,32,0,48,0,17,0,1,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,MessageSet,164,0,18,0,41,0,15,0,6,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,FLAGS,123,0,25,0,33,0,17,0,2,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,ListInfo,125,0,16,0,32,0,9,0,1,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,UID,29,0,0,0,6,0,2,0,2,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,Namespaces.Namespace,101,0,16,0,26,0,9,0,1,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,RFC822DATA,53,0,2,0,10,0,5,0,4,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,BASE64MailboxEncoder,605,0,30,0,78,0,21,0,6,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,BASE64MailboxDecoder,560,0,42,0,74,0,25,0,4,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,FetchResponse,445,0,59,0,83,0,41,0,9,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,IMAPResponse,171,0,26,0,38,0,20,0,7,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,SearchSequence,915,0,125,0,190,0,87,0,19,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,Status,154,0,24,0,36,0,15,0,3,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,IMAPAddress,167,0,28,0,44,0,18,0,4,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,RFC822SIZE,61,0,0,0,6,0,2,0,2,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,IMAPProtocol,3303,0,376,0,760,0,266,0,78,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,IMAPSaslAuthenticator.new CallbackHandler() {...},155,0,22,0,25,0,13,0,2,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,Namespaces,83,0,8,0,22,0,6,0,2,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,ENVELOPE,179,0,16,0,41,0,11,0,3,0
JaCoCo Ant Example,com.sun.mail.imap.protocol,BODYSTRUCTURE,600,0,84,0,133,0,49,0,7,0
JaCoCo Ant Example,org.glassfish.jersey.servlet,WebConfig.ConfigType,0,24,0,0,0,3,0,1,0,1
JaCoCo Ant Example,org.glassfish.jersey.servlet,WebComponent.HttpServletRequestReferencingFactory,4,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,org.glassfish.jersey.servlet,WebComponent,383,220,52,12,84,54,40,7,9,6
JaCoCo Ant Example,org.glassfish.jersey.servlet,WebComponent.HttpServletResponseReferencingFactory,4,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,org.glassfish.jersey.servlet,WebServletConfig,2,29,0,0,1,9,1,7,1,7
JaCoCo Ant Example,org.glassfish.jersey.servlet,WebComponent.WebComponentBinder.new Factory() {...},4,9,0,0,2,1,2,1,2,1
JaCoCo Ant Example,org.glassfish.jersey.servlet,WebComponent.WebComponentBinder.new Factory() {...},7,6,0,0,2,1,2,1,2,1
JaCoCo Ant Example,org.glassfish.jersey.servlet,WebComponent.WebComponentBinder.new TypeLiteral() {...},0,6,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.glassfish.jersey.servlet,WebComponent.WebComponentBinder.new TypeLiteral() {...},0,6,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.glassfish.jersey.servlet,WebComponent.WebComponentBinder.new Factory() {...},6,6,0,0,2,1,2,1,2,1
JaCoCo Ant Example,org.glassfish.jersey.servlet,WebComponent.WebComponentBinder,22,149,3,5,4,29,3,3,0,2
JaCoCo Ant Example,org.glassfish.jersey.servlet,WebComponent.new AsyncContextDelegate() {...},6,3,0,0,2,1,2,1,2,1
JaCoCo Ant Example,org.glassfish.jersey.servlet,WebComponent.new TypeLiteral() {...},0,3,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.glassfish.jersey.servlet,WebComponent.new TypeLiteral() {...},0,3,0,0,0,1,0,1,0,1
JaCoCo Ant Example,org.glassfish.jersey.servlet,WebComponent.new RequestScopedInitializerProvider() {...},6,3,0,0,1,1,1,1,1,1
JaCoCo Ant Example,org.glassfish.jersey.servlet,ServletContainer,579,43,71,1,149,12,55,5,19,5
JaCoCo Ant Example,org.json,JSONArray,809,59,96,3,187,13,93,6,44,5
JaCoCo Ant Example,org.json,JSONException,15,0,0,0,6,0,3,0,3,0
JaCoCo Ant Example,org.json,JSONObject,1753,250,315,37,389,65,223,21,51,13
JaCoCo Ant Example,org.json,JSONObject.Null,13,0,4,0,3,0,5,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,UntypedObjectDeserializer.new Object() {...},89,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdScalarDeserializer,13,0,0,0,5,0,3,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,PrimitiveArrayDeserializers.ShortDeser,88,0,14,0,20,0,10,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,DateDeserializers.TimeZoneDeserializer,7,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JacksonDeserializers,28,0,2,0,6,0,4,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,NumberDeserializers.FloatDeserializer,10,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,DateDeserializers.CalendarDeserializer,65,0,4,0,20,0,7,0,5,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,DateDeserializers,43,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JacksonDeserializers.TokenBufferDeserializer,15,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,UntypedObjectDeserializer,342,0,54,0,93,0,43,0,7,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdKeyDeserializer.CalendarKD,16,0,2,0,4,0,3,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,EnumDeserializer.FactoryBasedDeserializer,61,0,6,0,16,0,5,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StringDeserializer,48,0,8,0,14,0,7,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,PrimitiveArrayDeserializers.BooleanDeser,88,0,14,0,20,0,10,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,DateDeserializers.DateBasedDeserializer,155,0,20,0,39,0,14,0,4,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdKeyDeserializer.StringCtorKeyDeserializer,18,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdDeserializer,1113,0,254,0,270,0,157,0,26,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,NumberDeserializers.ShortDeserializer,10,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,BaseNodeDeserializer,257,0,42,0,63,0,35,0,7,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdKeyDeserializer.BoolKD,23,0,4,0,6,0,4,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JdkDeserializers.CharsetDeserializer,7,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdKeyDeserializer.LongKD,9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,FromStringDeserializer,86,0,14,0,21,0,10,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,NumberDeserializers.NumberDeserializer,116,0,22,0,28,0,14,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,NumberDeserializers.ByteDeserializer,10,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,PrimitiveArrayDeserializers.FloatDeser,88,0,14,0,20,0,10,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,PrimitiveArrayDeserializers.DoubleDeser,88,0,14,0,20,0,10,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JacksonDeserializers.JsonLocationInstantiator,125,0,4,0,9,0,9,0,7,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JacksonDeserializers.JavaTypeDeserializer,38,0,6,0,10,0,5,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JdkDeserializers.PatternDeserializer,7,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,EnumSetDeserializer,103,0,14,0,28,0,14,0,7,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JdkDeserializers.StackTraceElementDeserializer,102,0,16,0,22,0,10,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StringCollectionDeserializer,249,0,34,0,58,0,28,0,11,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdKeyDeserializer.LocaleKD,23,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,NumberDeserializers.CharacterDeserializer,51,0,12,0,14,0,8,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JdkDeserializers.LocaleDeserializer,54,0,4,0,11,0,4,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JdkDeserializers.CurrencyDeserializer,7,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,DelegatingDeserializer,106,0,10,0,28,0,20,0,15,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,NumberDeserializers.PrimitiveOrWrapperDeserializer,10,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdKeyDeserializer.UuidKD,7,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdKeyDeserializer.StringKD,32,0,4,0,9,0,6,0,4,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,EnumMapDeserializer,209,0,28,0,54,0,23,0,9,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JdkDeserializers.UUIDDeserializer,59,0,4,0,12,0,5,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,ClassDeserializer,32,0,2,0,8,0,3,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,PrimitiveArrayDeserializers.CharDeser,123,0,20,0,30,0,12,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,NumberDeserializers.LongDeserializer,10,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdKeyDeserializer,66,0,8,0,16,0,10,0,6,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdKeyDeserializers,156,0,8,0,35,0,12,0,8,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,ThrowableDeserializer,261,0,42,0,59,0,25,0,4,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JdkDeserializers.URLDeserializer,9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdKeyDeserializer.StringFactoryKeyDeserializer,19,0,0,0,4,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,NumberDeserializers.DoubleDeserializer,15,0,0,0,4,0,3,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,NumberDeserializers.BigIntegerDeserializer,59,0,10,0,15,0,7,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdKeyDeserializer.CharKD,20,0,2,0,4,0,3,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,DateDeserializers.DateDeserializer,22,0,0,0,5,0,4,0,4,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JdkDeserializers,78,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JsonNodeDeserializer.ObjectDeserializer,40,0,4,0,10,0,6,0,4,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,NumberDeserializers.BooleanDeserializer,15,0,0,0,4,0,3,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdKeyDeserializer.EnumKD,43,0,6,0,12,0,5,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JdkDeserializers.AtomicReferenceDeserializer,42,0,2,0,11,0,5,0,4,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JdkDeserializers.AtomicBooleanDeserializer,12,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdDelegatingDeserializer,136,0,10,0,30,0,13,0,8,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,ObjectArrayDeserializer,293,0,44,0,68,0,31,0,9,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,DateDeserializers.SqlDateDeserializer,32,0,2,0,6,0,5,0,4,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,NumberDeserializers,159,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,PrimitiveArrayDeserializers.IntDeser,88,0,14,0,20,0,10,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,EnumDeserializer,163,0,34,0,35,0,21,0,4,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JsonNodeDeserializer.new Object() {...},19,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,NumberDeserializers.new Object() {...},44,0,0,0,2,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JsonNodeDeserializer.ArrayDeserializer,25,0,2,0,7,0,5,0,4,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,BaseNodeDeserializer.new Object() {...},82,0,0,0,1,0,1,0,1,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdKeyDeserializer.ShortKD,25,0,4,0,5,0,4,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,PrimitiveArrayDeserializers,84,0,0,0,17,0,5,0,5,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdKeyDeserializer.FloatKD,10,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,PrimitiveArrayDeserializers.ByteDeser,155,0,34,0,38,0,20,0,3,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdKeyDeserializer.IntKD,9,0,0,0,2,0,2,0,2,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,JsonNodeDeserializer,48,0,7,0,11,0,8,0,4,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,StdValueInstantiator,595,0,62,0,139,0,64,0,33,0
JaCoCo Ant Example,com.fasterxml.jackson.databind.deser.std,DateDeserializers.TimestampDeserializer,26,0,0,0,5,0,4,0,4,0
